UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P801;P802;P803;P804;FEX_MUJER
27969;41;1;2021;1;14;2;3;3;3;3;647
27969;46;1;2021;1;14;2;3;3;3;3;474
27969;55;1;2021;1;14;2;3;3;3;3;593
27969;70;1;2021;1;14;2;3;3;3;3;668
28027;4;1;2021;6;14;3;1;1;1;1;362
28027;5;1;2021;6;14;3;3;3;3;3;546
28027;7;1;2021;6;14;3;3;3;3;3;424
28027;14;1;2021;6;14;3;3;3;1;1;275
28027;15;1;2021;6;14;3;3;3;3;3;724
28027;16;1;2021;6;14;3;3;3;3;3;362
28027;19;1;2021;6;14;3;3;3;3;3;275
28027;25;1;2021;6;14;3;3;3;3;3;407
28027;27;1;2021;6;14;3;3;3;3;3;424
28027;29;1;2021;6;14;3;3;3;1;1;304
28084;1;1;2021;6;14;3;3;1;1;1;395
28084;9;1;2021;6;14;3;3;3;3;3;298
28084;14;1;2021;6;14;3;3;3;3;3;456
28084;15;1;2021;6;14;3;3;3;3;3;879
28084;23;1;2021;6;14;3;3;3;3;3;439
28084;24;1;2021;6;14;3;3;3;3;3;395
28084;25;1;2021;6;14;3;1;1;1;1;439
28084;28;1;2021;6;14;3;3;2;2;2;395
28084;33;1;2021;6;14;3;3;1;1;1;432
28084;34;1;2021;6;14;3;3;3;3;3;395
28211;4;1;2021;1;15;2;3;1;1;1;1280
28211;8;1;2021;1;15;2;3;3;1;3;2007
28211;16;1;2021;1;15;2;3;3;3;3;648
28211;19;1;2021;1;15;2;3;3;3;3;1338
28211;29;1;2021;1;15;2;3;3;3;3;669
28211;34;1;2021;1;15;2;3;3;3;3;648
28211;42;1;2021;1;15;2;3;3;3;3;949
28211;47;1;2021;1;15;2;3;3;3;3;572
28211;48;1;2021;1;15;2;3;3;3;3;1188
28224;8;1;2021;6;15;3;3;3;1;1;777
28224;11;1;2021;6;15;3;3;3;1;3;557
28224;15;1;2021;6;15;3;3;3;1;3;503
28224;28;1;2021;6;15;3;3;1;3;3;250
28224;36;1;2021;6;15;3;3;3;3;3;380
28224;39;1;2021;6;15;3;3;3;3;3;369
28224;40;1;2021;6;15;3;3;3;3;3;389
28224;42;1;2021;6;15;3;3;3;1;3;305
28224;43;1;2021;6;15;3;3;1;1;1;363
28381;2;1;2021;1;15;2;3;3;3;3;826
28381;13;1;2021;1;15;2;3;2;3;3;2984
28381;26;1;2021;1;15;2;1;1;3;3;2385
28381;34;1;2021;1;15;2;3;3;1;3;1860
28381;37;1;2021;1;15;2;3;3;3;3;1319
28381;42;1;2021;1;15;2;3;3;3;3;1319
28381;43;1;2021;1;15;2;2;2;1;2;845
28381;50;1;2021;1;15;2;3;1;3;3;1989
28441;4;1;2021;6;15;3;2;2;1;1;658
28441;7;1;2021;6;15;3;3;3;3;3;287
28441;14;1;2021;6;15;3;1;1;3;3;629
28441;16;1;2021;6;15;3;3;3;3;3;241
28441;21;1;2021;6;15;3;3;3;3;3;337
28441;29;1;2021;6;15;3;1;1;1;1;241
28441;33;1;2021;6;15;3;3;3;3;3;323
28441;34;1;2021;6;15;3;3;1;3;3;575
28441;35;1;2021;6;15;3;3;3;3;3;287
28524;1;1;2021;6;15;3;3;3;3;3;951
28524;2;1;2021;6;15;3;3;3;3;3;247
28524;3;1;2021;6;15;3;1;1;1;1;290
28524;4;1;2021;6;15;3;3;3;3;3;290
28524;5;1;2021;6;15;3;3;3;1;1;247
28524;6;1;2021;6;15;3;3;3;3;3;247
28524;8;1;2021;6;15;3;3;1;1;2;476
28524;9;1;2021;6;15;3;3;3;1;3;286
28602;1;1;2021;6;15;3;2;2;1;2;1704
28602;3;1;2021;6;15;3;3;3;3;3;223
28602;4;1;2021;6;15;3;3;1;1;1;329
28602;12;1;2021;6;15;3;3;3;3;3;339
28602;13;1;2021;6;15;3;3;3;1;3;333
28602;15;1;2021;6;15;3;3;1;1;1;296
28602;18;1;2021;6;15;3;8;3;1;1;223
28602;19;1;2021;6;15;3;3;3;3;3;272
28602;20;1;2021;6;15;3;3;3;3;3;333
28670;2;1;2021;6;15;3;3;3;3;3;154
28670;3;1;2021;6;15;3;3;3;3;3;215
28670;4;1;2021;6;15;3;3;3;3;3;184
28670;5;1;2021;6;15;3;2;2;2;2;207
28670;6;1;2021;6;15;3;3;3;1;3;367
28670;8;1;2021;6;15;3;3;3;3;3;413
28670;10;1;2021;6;15;3;1;1;1;3;212
28670;11;1;2021;6;15;3;3;3;3;3;210
28670;12;1;2021;6;15;3;3;3;3;3;210
